name,database_id,degree_weighted,betweenness_unweighted,clustering_unweighted,k_shell,role
Razieh L. Saremi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5858,0,0.0,0.0,0,broker
Razieh Lotfalian Saremi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3890,3,0.0,1.0,3,core
Razvan C. Bunescu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1401,4,0.0,1.0,4,core
Razvan Mihai Popescu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5242,5,0.0,1.0,5,core
Razvan Ranca,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3567,5,0.0,1.0,5,core
Raúl Berganza Gómez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13292,4,0.0,1.0,4,core
Raúl Miñón,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11999,3,0.0,1.0,3,core
Anna-Liisa Mattila,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9104,4,0.0,1.0,4,core
Rebeca Campos Motta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10798,2,0.0,1.0,2,peripheral
Rebeca T. da Silva,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4655,3,0.0,1.0,3,core
Rebecca James,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3269,2,0.0,1.0,2,peripheral
Annalisa Napolitano,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9716,2,0.0,1.0,2,peripheral
Rebecca Vivian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8248,4,0.0,1.0,4,core
Rebecca Wirfs-Brock,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12742,1,0.0,0.0,1,broker
Annapaola Marconi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6206,2,0.0,1.0,2,peripheral
Reda Bendraou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1497,2,0.0,1.0,2,peripheral
Anne Brüggemann-Klein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12924,3,0.0,1.0,3,core
Reem Aleithan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10006,0,0.0,0.0,0,broker
Anne Goujon,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8678,8,0.0,1.0,8,core
Reem Ayad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8013,13,0.0,1.0,13,core
Reem S. Alsuhaibani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4353,4,0.0,1.0,4,core
Reese Johnson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9215,3,0.0,1.0,3,core
Regina Albuquerque,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6402,3,0.0,1.0,3,core
Anne Nyokabi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12925,3,0.0,1.0,3,core
Anne Woepse,4:a207e2fc-2358-4733-aaec-376a2c17a19b:940,4,0.0,1.0,4,core
Regina Moraes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8663,6,0.0,1.0,6,core
Regina Motz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10877,6,0.0,1.0,6,core
Reginald E. Bryant,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4336,5,0.0,1.0,5,core
Reid G. Simmons,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2060,3,0.0,1.0,3,core
Annel Amelia Leon,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7109,5,0.0,1.0,5,core
Reihaneh H. Hariri,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8744,2,0.0,1.0,2,peripheral
Reijo M. Savola,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12368,2,0.0,1.0,2,peripheral
Anneliese Lu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12366,12,0.0,1.0,12,core
Rein Raudjärv,4:a207e2fc-2358-4733-aaec-376a2c17a19b:525,1,0.0,0.0,1,broker
Reinder J. Bril,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13476,3,0.0,1.0,3,core
Reiner Jung,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13617,2,0.0,1.0,2,peripheral
Reinhard von Hanxleden,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7956,8,0.0,1.0,8,core
Anni Karinsalo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12005,1,0.0,0.0,1,broker
Reinout Stevens,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6290,0,0.0,0.0,0,broker
Rekha Singhal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13469,3,0.0,1.0,3,core
Rema Ananthanarayanan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10929,5,0.0,1.0,5,core
Annie I. Antón,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11813,4,0.0,1.0,4,core
Remo Lachmann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7766,5,0.0,1.0,5,core
Remy Willems,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7531,37,0.0,1.0,37,core
Renan Lima Baima,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5367,4,0.0,1.0,4,core
Renata Saldivar Gonzalez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9345,5,0.0,1.0,5,core
Renata Souza 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2633,2,0.0,1.0,2,peripheral
Renata Teles Moreira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11581,4,0.0,1.0,4,core
Renata Vieira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7927,4,0.0,1.0,4,core
Renata Xavier Castro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11720,2,0.0,1.0,2,peripheral
Annie Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1622,2,0.0,1.0,2,peripheral
Renato De Mori,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2116,2,0.0,1.0,2,peripheral
Renato F. de G. Cerqueira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10442,5,0.0,1.0,5,core
Renaud Lambiotte,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13534,3,0.0,1.0,3,core
Renaud Pawlak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12814,3,0.0,1.0,3,core
Renaud Rwemalika,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8493,4,0.0,1.0,4,core
Rene German,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9409,6,0.0,1.0,6,core
Annie Louis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11918,4,0.0,1.0,4,core
Renke Huang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9782,7,0.0,1.0,7,core
Renuka Sindhgatta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9948,3,0.0,1.0,3,core
Renyi Zhong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2960,8,0.0,1.0,8,core
Annie T. T. Ying,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4275,6,0.0,1.0,6,core
Renáta Hodován,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2564,2,0.0,1.0,2,peripheral
René Dammer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4125,6,0.0,1.0,6,core
Annika Stiehl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13260,4,0.0,1.0,4,core
René Noël,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12977,4,0.0,1.0,4,core
Reto Aebersold,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12749,3,0.0,1.0,3,core
Reuben N. S. Rowe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8535,3,0.0,1.0,3,core
Reudismam Rolim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4485,7,0.0,1.0,7,core
Anny Fernandes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:134,5,0.0,1.0,5,core
Reza Aria,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9990,1,0.0,0.0,1,broker
Reza Karimpour,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10056,7,0.0,1.0,7,core
Reza Matinnejad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9514,3,0.0,1.0,3,core
Rezwana Karim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11689,5,0.0,1.0,5,core
Anran Li 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5645,5,0.0,1.0,5,core
Rhauani Weber Aita Fazul,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13726,2,0.0,1.0,2,peripheral
Rhia Singh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7695,5,0.0,1.0,5,core
Ricarda Anna-Lena Fischer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:778,2,0.0,1.0,2,peripheral
Ricardo A. Costa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13432,3,0.0,1.0,3,core
Ricardo Bianchini,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11023,8,0.0,1.0,8,core
Ansar Rafique,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7482,4,0.0,1.0,4,core
Anselm Busse,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13869,8,0.0,1.0,8,core
Ricardo Couceiro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3440,8,0.0,1.0,8,core
Ricardo César Mendonça Filho,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12128,1,0.0,0.0,1,broker
Ansgar R. Koene,4:a207e2fc-2358-4733-aaec-376a2c17a19b:187,2,0.0,1.0,2,peripheral
Ricardo Ferreira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12561,2,0.0,1.0,2,peripheral
Ricardo Hideki Hangai Kojo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12965,4,0.0,1.0,4,core
Ricardo J. Machado 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12277,10,0.0,1.0,10,core
Ricardo R. M. Melo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7848,2,0.0,1.0,2,peripheral
Ricardo Ribeiro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13212,2,0.0,1.0,2,peripheral
Ricardo Romero,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9749,2,0.0,1.0,2,peripheral
Riccardo Coppola,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8000,2,0.0,1.0,2,peripheral
Ansgar Radermacher,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13571,3,0.0,1.0,3,core
Anshu Dubey,4:a207e2fc-2358-4733-aaec-376a2c17a19b:894,1,0.0,0.0,1,broker
Antara Bhowmick,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1798,7,0.0,1.0,7,core
Riccardo Rubei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13229,2,0.0,1.0,2,peripheral
Anter Faree,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1066,5,0.0,1.0,5,core
Anthony Anjorin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6731,5,0.0,1.0,5,core
Richard Abou Chaaya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5950,2,0.0,1.0,2,peripheral
Richard Avelar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9992,2,0.0,1.0,2,peripheral
Richard Bassett,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4931,6,0.0,1.0,6,core
Anthony Canino,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5256,2,0.0,1.0,2,peripheral
Richard Bonett,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2602,5,0.0,1.0,5,core
Richard Bonichon,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4827,5,0.0,1.0,5,core
Richard Brenner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3789,0,0.0,0.0,0,broker
Richard Doornbos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12024,8,0.0,1.0,8,core
Richard E. Harang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6599,3,0.0,1.0,3,core
Anthony Elliott,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11135,2,0.0,1.0,2,peripheral
Richard Fang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11598,6,0.0,1.0,6,core
Richard Gil,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11821,0,0.0,0.0,0,broker
Richard Gil Martinez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3401,4,0.0,1.0,4,core
Richard Glassey,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10987,3,0.0,1.0,3,core
Richard Han 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3533,9,0.0,1.0,9,core
Richard How,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8375,7,0.0,1.0,7,core
Richard Jayadi Oentaryo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11739,4,0.0,1.0,4,core
Richard Jiles,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1317,3,0.0,1.0,3,core
Richard Kiefer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4240,2,0.0,1.0,2,peripheral
Richard May 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2437,3,0.0,1.0,3,core
Richard Mitchell,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13636,4,0.0,1.0,4,core
Richard Mordinyi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11342,1,0.0,0.0,1,broker
Richard Musabe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7811,3,0.0,1.0,3,core
Richard Pohl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9725,3,0.0,1.0,3,core
Richard Qin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2675,8,0.0,1.0,8,core
Richard Rutledge,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5741,5,0.0,1.0,5,core
Richard Schumi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5027,1,0.0,0.0,1,broker
Richard Shillcock,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13550,3,0.0,1.0,3,core
Richard Stocker 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9877,5,0.0,1.0,5,core
Anthony Finkelstein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9133,2,0.0,1.0,2,peripheral
Richard Vallejos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10478,4,0.0,1.0,4,core
Richárd Szalay,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6242,0,0.0,0.0,0,broker
Anthony I. Wasserman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5083,4,0.0,1.0,4,core
Rick Meijerink,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8720,11,0.0,1.0,11,core
Rick Rabiser,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7792,3,0.0,1.0,3,core
Anthony Mallet,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8061,5,0.0,1.0,5,core
Rickard von Haugwitz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12557,1,0.0,0.0,1,broker
Rico de Feijter,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13645,3,0.0,1.0,3,core
Ridhi Jain,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8179,2,0.0,1.0,2,peripheral
Ridwan Shariffdeen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3771,4,0.0,1.0,4,core
Anthony Mazeli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11565,0,0.0,0.0,0,broker
Rijnard van Tonder,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3314,4,0.0,1.0,4,core
Rijul Saini,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1686,2,0.0,1.0,2,peripheral
Rikuho Miyata,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6883,5,0.0,1.0,5,core
Anthony Skjellum,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7002,2,0.0,1.0,2,peripheral
Riley Young,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7667,1,0.0,0.0,1,broker
Antoine Bertout,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12218,3,0.0,1.0,3,core
Rina R. Wehbe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4008,3,0.0,1.0,3,core
Rina Zviel-Girshin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2409,1,0.0,0.0,1,broker
Rinat Asmus,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12572,2,0.0,1.0,2,peripheral
Antoine Cailliau,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2050,2,0.0,1.0,2,peripheral
Rishabh Singh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11222,2,0.0,1.0,2,peripheral
Rishi Poddar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5041,4,0.0,1.0,4,core
Rishitha Kalicheti,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8035,2,0.0,1.0,2,peripheral
Antoine Kaufmann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5796,3,0.0,1.0,3,core
Rita Walczuch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:779,2,0.0,1.0,2,peripheral
Ritu Kapur,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13005,1,0.0,0.0,1,broker
Ritvij Kumar Sharma,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13792,1,0.0,0.0,1,broker
Riya Dutta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5449,3,0.0,1.0,3,core
Roan Oosenbrug,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8721,11,0.0,1.0,11,core
Rob Ashmore,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4758,5,0.0,1.0,5,core
Rob Siemborski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6374,6,0.0,1.0,6,core
Antoine Pietri,4:a207e2fc-2358-4733-aaec-376a2c17a19b:320,2,0.0,1.0,2,peripheral
Rob van der Valk,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3252,5,0.0,1.0,5,core
Anton Jansen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13073,11,0.0,1.0,11,core
Robby,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12141,2,0.0,1.0,2,peripheral
Robert Benkoczi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8041,4,0.0,1.0,4,core
Robert Biddle,4:a207e2fc-2358-4733-aaec-376a2c17a19b:605,3,0.0,1.0,3,core
Robert C. Armstrong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12160,5,0.0,1.0,5,core
Anton Johannesson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12469,5,0.0,1.0,5,core
Robert Clarisó,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8361,4,0.0,1.0,4,core
Anton Kocheturov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9647,5,0.0,1.0,5,core
Robert Deckers,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12798,4,0.0,1.0,4,core
Anton Ljungberg,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3856,5,0.0,1.0,5,core
Anton Prazdnichnykh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10953,3,0.0,1.0,3,core
Anton Scherer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13218,3,0.0,1.0,3,core
Robert G. Merkel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:682,2,0.0,1.0,2,peripheral
Robert G. Pettit IV,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5284,1,0.0,0.0,1,broker
Anton Strand,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8286,3,0.0,1.0,3,core
Robert Heim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12960,4,0.0,1.0,4,core
Antonello Barbone,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13773,7,0.0,1.0,7,core
Robert Heumüller,4:a207e2fc-2358-4733-aaec-376a2c17a19b:651,3,0.0,1.0,3,core
Robert J. Stewart 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10245,2,0.0,1.0,2,peripheral
Robert J. Walker,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2217,1,0.0,0.0,1,broker
Robert Kleinfeld,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3982,12,0.0,1.0,12,core
Robert Kroeger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7560,6,0.0,1.0,6,core
Antonia Welzel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12544,6,0.0,1.0,6,core
Robert L. Smith,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7499,3,0.0,1.0,3,core
Antonin Abhervé,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10718,3,0.0,1.0,3,core
Robert Lowe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13888,5,0.0,1.0,5,core
Robert M. Furth,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7828,3,0.0,1.0,3,core
Robert Ramac,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3386,14,0.0,1.0,14,core
Robert Rehner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12110,5,0.0,1.0,5,core
Robert Schmid,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13118,4,0.0,1.0,4,core
Antonin Ahberve,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8577,3,0.0,1.0,3,core
Robert Tairas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8481,4,0.0,1.0,4,core
Robert Tyler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5287,1,0.0,0.0,1,broker
Robert Viseur,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9305,1,0.0,0.0,1,broker
Robert Werner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12716,5,0.0,1.0,5,core
Robert White,4:a207e2fc-2358-4733-aaec-376a2c17a19b:891,2,0.0,1.0,2,peripheral
Antonin Carette,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4984,3,0.0,1.0,3,core
Antonino Sabetta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4326,3,0.0,1.0,3,core
Roberta Coelho,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9722,5,0.0,1.0,5,core
Roberta Gismondi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5280,2,0.0,1.0,2,peripheral
Roberta Gori,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5426,2,0.0,1.0,2,peripheral
Roberto Acerbis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3681,3,0.0,1.0,3,core
Roberto De Nicolo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9541,3,0.0,1.0,3,core
Antonio Barone,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9295,5,0.0,1.0,5,core
Antonio Bianchi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2388,8,0.0,1.0,8,core
Roberto Hens Pato,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1787,3,0.0,1.0,3,core
Roberto Metere,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13549,3,0.0,1.0,3,core
Antonio Bianco,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1252,6,0.0,1.0,6,core
Roberto Natella,4:a207e2fc-2358-4733-aaec-376a2c17a19b:623,5,0.0,1.0,5,core
Roberto O. Andrade,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8503,4,0.0,1.0,4,core
Roberto Oliveira 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8033,0,0.0,0.0,0,broker
Roberto Oliveira Bolgheroni,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12921,5,0.0,1.0,5,core
Antonio Carzaniga,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8046,2,0.0,1.0,2,peripheral
Roberto Sanz-Requena,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11360,3,0.0,1.0,3,core
Antonio F. Skarmeta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13838,5,0.0,1.0,5,core
Antonio Guerriero,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5608,4,0.0,1.0,4,core
Antonio Manuel Gutiérrez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12533,3,0.0,1.0,3,core
Robertus Theodore,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11323,1,0.0,0.0,1,broker
Robin Adams,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11104,6,0.0,1.0,6,core
Robin David,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5949,2,0.0,1.0,2,peripheral
Robin Dupuis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5578,5,0.0,1.0,5,core
Robin Kimmel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11506,3,0.0,1.0,3,core
Robin Nunkesser,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9688,0,0.0,0.0,0,broker
Robin Roitsch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12406,2,0.0,1.0,2,peripheral
Robin Salkeld,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7524,37,0.0,1.0,37,core
Antonio Pecchia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7061,3,0.0,1.0,3,core
Rocco De Nicola,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10211,5,0.0,1.0,5,core
Antonio Prota,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11682,5,0.0,1.0,5,core
Antonio Puliafito,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7060,6,0.0,1.0,6,core
Roddy Kok,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9830,4,0.0,1.0,4,core
Rodi Jolak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8552,2,0.0,1.0,2,peripheral
Rodney Reis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5510,2,0.0,1.0,2,peripheral
Rodney Rodriguez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5074,2,0.0,1.0,2,peripheral
Rodolfo E. Haber,4:a207e2fc-2358-4733-aaec-376a2c17a19b:999,3,0.0,1.0,3,core
Antonio Rosales Viesca,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2946,4,0.0,1.0,4,core
Rodrigo B. de Paes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6560,11,0.0,1.0,11,core
Antonio Welligton Abreu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13076,3,0.0,1.0,3,core
Rodrigo Bruno,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3911,2,0.0,1.0,2,peripheral
Rodrigo Duarte Seabra,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6234,3,0.0,1.0,3,core
Rodrigo Falcão,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10393,2,0.0,1.0,2,peripheral
Antony Bartlett,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6399,2,0.0,1.0,2,peripheral
Rodrigo Henrique Barbosa Monteiro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7143,4,0.0,1.0,4,core
Rodrigo L. A. Almeida,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9042,3,0.0,1.0,3,core
Rodrigo Morales 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4028,4,0.0,1.0,4,core
Antti Evesti,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12437,2,0.0,1.0,2,peripheral
Rodrigo Oliveira Zacarias,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2426,0,0.0,0.0,0,broker
Rodrigo Pedro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8275,4,0.0,1.0,4,core
Antti Herala,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11803,6,0.0,1.0,6,core
Antti Peuhkurinen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:830,1,0.0,0.0,1,broker
