name,conference,year,role
Thomas Olsson 0001,icse,2018,core
Andreas Rausch 0001,icse,2018,core
Daniela Girardi,icse,2018,core
Jesús Mauricio Chimento,icse,2018,core
Catarina Gralha,icse,2018,core
Zhifei Chen,icse,2018,core
Philipp Leitner 0001,icse,2018,core
Liang Chen 0001,icse,2018,core
Giovanni Morana,icse,2018,broker
Florian Eyben,icse,2018,core
Christopher Pietsch,icse,2018,core
Balbir S. Barn,icse,2018,broker
Albert Zündorf,icse,2018,core
Shengchao Qin,icse,2018,core
Kevin J. Sullivan,icse,2018,core
Roger D. Dias,icse,2018,core
Pablo Ponzio,icse,2018,core
Corina S. Pasareanu,icse,2018,core
Mingzhe Wang,icse,2018,core
Orna Grumberg,icse,2018,broker
Vince Molnár,icse,2018,core
Francesco Spegni,icse,2018,core
Jordi Cabot,icse,2018,broker
Areti Ampatzoglou,icse,2018,core
Klaus Schmid,icse,2018,core
Loïc Correnson,icse,2018,core
Rüdiger Pryss,icse,2018,core
Ahmed Tamrawi,icse,2018,core
Johan Sjöberg,icse,2018,core
David Bowes,icse,2018,core
Stefan Biffl,icse,2018,core
Robyn R. Lutz,icse,2018,core
Hakan Erdogmus,icse,2018,core
Abeer Elahraf,icse,2018,core
Vladimir Tarasov,icse,2018,core
Constantin Ziesche,icse,2018,core
Wito Delnat,icse,2018,core
Claudia Hilderbrand,icse,2018,core
Gerolamo Taccogna,icse,2018,core
Bin Sheng,icse,2018,core
George Marsicano,icse,2018,core
Bor-Yuh Evan Chang,icse,2018,core
Manuel Wimmer,icse,2018,core
Mario Trapp,icse,2018,core
Michal Young,icse,2018,broker
Nicholas Nelson 0002,icse,2018,core
Danilo Ardagna,icse,2018,core
Sameer Joshi,icse,2018,broker
Riccardo Scandariato,icse,2018,core
Yuting Chen 0001,icse,2018,core
Arash Vahabzadeh,icse,2018,core
María Cecilia Bastarrica,icse,2018,core
Xinjun Mao,icse,2018,core
Janvier Omar Sinayobye,icse,2018,core
Craig Anslow,icse,2018,core
Yang Song 0019,icse,2018,core
Christopher McGowan,icse,2018,core
Kexin Pei,icse,2018,core
Meiru Che,icse,2018,core
Sebastian Hönel,icse,2018,core
Mukelabai Mukelabai,icse,2018,core
Armstrong Nhlabatsi,icse,2018,core
Amani S. Ibrahim,icse,2018,core
Zhen Dong,icse,2018,core
Dimitrios S. Kolovos,icse,2018,core
Tomer Hasson,icse,2018,core
Nobuko Yoshida,icse,2018,core
Lars Grunske,icse,2018,core
Arkadiusz Lewicki,icse,2018,broker
Timo Kehrer,icse,2018,core
Jens Grabowski,icse,2018,core
Lech Madeyski,icse,2018,broker
Pablo Gómez-Abajo,icse,2018,core
Lykes Claytor,icse,2018,broker
Matthew Thornton,icse,2018,core
Anderson Oliveira,icse,2018,core
Carla Ellis,icse,2018,core
Marcelo Schmitt Laser,icse,2018,core
Tamara Lopez,icse,2018,core
Nadja Peters,icse,2018,core
Styliani Kleanthous,icse,2018,broker
Stefan Krüger,icse,2018,core
Daiki Muramoto,icse,2018,core
Chang Xu 0001,icse,2018,core
Yasushi Tanaka,icse,2018,core
Pauline Anthonysamy,icse,2018,core
Belén Bermejo,icse,2018,core
Panagiotis Stratis,icse,2018,broker
Melanie E. Moses,icse,2018,core
Mahnaz Behroozi,icse,2018,core
Marta Cecilia Camacho Ojeda,icse,2018,core
Faris Cakaric,icse,2018,core
Luciano Bello,icse,2018,broker
Eric Knauss,icse,2018,core
Kathryn E. Jones,icse,2018,core
Hualin Lu,icse,2018,core
Stefen Becker,icse,2018,core
Tianyi Zhang 0001,icse,2018,core
Izzet Gökhan Özbilgin,icse,2018,core
Micayla Goodrum,icse,2018,core
Sahil Bhatia,icse,2018,core
Marco Scavuzzo,icse,2018,core
Jailton Coelho,icse,2018,core
Abhi Sharma,icse,2018,broker
Hokuto Muraoka,icse,2018,core
Marie-Christine Jakobs,icse,2018,core
Kali Kimball,icse,2018,core
Susanne Muller,icse,2018,core
Xiaoke Zhu,icse,2018,core
Richard Avelar,icse,2018,core
Marcelino Rodriguez-Cancio,icse,2018,core
Benedikt Eberhardinger,icse,2018,core
Bilal Amir,icse,2018,broker
Christoffer Nilsson,icse,2018,core
Jiarong Wu,icse,2018,core
James R. Cordy,icse,2018,core
Verena Käfer,icse,2018,core
Michael Stegmaier,icse,2018,core
Oliver Schmidts,icse,2018,core
Sichao Wen,icse,2018,core
Anne Koziolek,icse,2018,core
Adriana Mihaela Guran,icse,2018,broker
Alexandre Bergel,icse,2018,core
Jürgen Börstler,icse,2018,core
Ruizhi Gao,icse,2018,broker
Manzoor Ahmad,icse,2018,core
Johannes Zimmermann,icse,2018,core
Christos Tranoris,icse,2018,core
Bill Roscoe,icse,2018,core
Yuxia Zhang,icse,2018,core
McKenzie Calvert,icse,2018,core
Anas Shatnawi,icse,2018,core
Poonam Yadav,icse,2018,core
He Tan,icse,2018,core
Zhao Duan,icse,2018,core
Anand Ashok Sawant,icse,2018,core
Ann Morrison,icse,2018,core
Travis D. Breaux,icse,2018,core
Giuliano Antoniol,icse,2018,core
Milenko Tomic,icse,2018,core
Junhee Lee,icse,2018,core
Nicholas Cummins,icse,2018,core
Massimo Valla,icse,2018,core
Per Runeson,icse,2018,broker
Saikat Chakraborty 0001,icse,2018,core
Di Wu 0014,icse,2018,core
Rene German,icse,2018,core
Pingfan Kong,icse,2018,core
Gabriela Moise,icse,2018,core
Rodrigo Morales 0001,icse,2018,core
Mohammadreza Ghanavati,icse,2018,core
Jinhan Kim,icse,2018,core
Nikita Bhardwaj,icse,2018,broker
Fernando Loizides,icse,2018,core
Fabio Massacci,icse,2018,core
Muhammad Ali Babar 0001,icse,2018,core
Yinxing Xue,icse,2018,broker
Karl Werder,icse,2018,broker
Norbert Seyff,icse,2018,core
Alexander Serebrenik,icse,2019,broker
Alberto Bacchelli,icse,2019,broker
Massimiliano Di Penta,icse,2019,broker
Fabio Palomba,icse,2019,broker
Harald C. Gall,icse,2019,broker
Zhendong Su 0001,icse,2019,broker
Ting Su 0001,icse,2019,broker
Filippo Lanubile,icse,2019,broker
Chunyang Chen 0001,icse,2019,broker
Xin Xia 0001,icse,2019,broker
Igor Fabio Steinmacher,icse,2019,broker
Gabriele Bavota,icse,2019,broker
Gustavo Pinto 0001,icse,2019,broker
Yan Liu,icse,2019,broker
David Lo 0001,icse,2019,broker
Cleidson R. B. de Souza,icse,2019,broker
Michele Tufano,icse,2019,broker
Sebastian Proksch 0001,icse,2019,broker
Magiel Bruntink,icse,2019,broker
Bogdan Vasilescu,icse,2019,broker
Fuyuki Ishikawa,icse,2019,broker
Radu Calinescu,icse,2019,broker
Nobukazu Yoshioka,icse,2019,broker
Hitesh Sajnani,icse,2019,broker
Xuandong Li,icse,2019,broker
Arie van Deursen,icse,2019,broker
Gabriel A. Moreno,icse,2019,broker
Christos Tsigkanos,icse,2019,broker
Letícia Machado,icse,2019,broker
Nachiappan Nagappan,icse,2019,broker
David Garlan,icse,2019,broker
Hironori Washizaki,icse,2019,broker
Zhenyu Chen 0001,icse,2019,broker
Bashar Nuseibeh,icse,2019,broker
Chris Parnin,icse,2019,broker
Patrizio Pelliccione,icse,2019,broker
Davide Di Ruscio,icse,2019,broker
Corina S. Pasareanu,icse,2019,broker
Danny Weyns,icse,2019,broker
Simos Gerasimou,icse,2019,broker
Rongxin Wu,icse,2019,broker
Tibor Gyimóthy,icse,2019,broker
Yu Jiang 0001,icse,2019,broker
Christian Kästner,icse,2019,broker
Kenji Tei,icse,2019,broker
Thorsten Berger,icse,2019,broker
Jürgen Cito,icse,2019,broker
Michael R. Lyu,icse,2019,broker
Yu Pei 0001,icse,2019,broker
Javier Cámara 0001,icse,2019,broker
Rafael Prikladnicki,icse,2019,broker
Tobias Dürschmid,icse,2019,broker
Hausi A. Müller,icse,2019,broker
Eric Horton,icse,2019,broker
Philipp Leitner 0001,icse,2019,broker
Thomas Vogel 0001,icse,2019,broker
Yuetang Deng,icse,2019,broker
Wujie Zheng,icse,2019,broker
Denys Poshyvanyk,icse,2019,broker
Michele Lanza 0001,icse,2019,broker
Joshua Sunshine,icse,2019,broker
Raffaele Fabio Ciriello,icse,2019,broker
Mauricio Finavaro Aniche,icse,2019,broker
Chandra Shekhar Maddila,icse,2019,broker
Cristina V. Lopes,icse,2019,broker
Di Yang 0001,icse,2019,broker
Rahul Kumar 0002,icse,2019,broker
Rick Kazman,icse,2019,broker
Pekka Abrahamsson,icse,2019,broker
Yasutaka Kamei,icse,2019,broker
Shing-Chi Cheung,icse,2019,broker
Linzhang Wang,icse,2019,broker
Letizia Jaccheri,icse,2019,broker
Christoph Matthies,icse,2019,broker
Andrzej Wasowski,icse,2019,broker
Ming Wen 0001,icse,2019,broker
Reed Milewicz,icse,2019,broker
Sebastiano Panichella,icse,2019,broker
Tianyi Zhang 0001,icse,2019,broker
Miryung Kim,icse,2019,broker
Jorge Melegati,icse,2019,broker
Xiaofeng Wang 0001,icse,2019,broker
Amel Bennaceur,icse,2019,broker
Pavel A. Dmitriev,icse,2019,broker
Marco Aurélio Gerosa,icse,2019,broker
Jan Bosch,icse,2019,broker
Antonio Martini 0001,icse,2019,broker
Tayana Conte,icse,2019,broker
Evangelos Pournaras,icse,2019,broker
Ingrid Nunes,icse,2019,broker
Stephen G. MacDonell,icse,2019,broker
John C. Grundy,icse,2019,broker
Ting Liu 0002,icse,2019,broker
Qinghua Zheng,icse,2019,broker
Jingyue Li,icse,2019,broker
Filomena Ferrucci,icse,2019,broker
Gemma Catolino,icse,2019,broker
Sen Chen 0001,icse,2019,broker
Lingling Fan 0003,icse,2019,broker
Lihua Xu,icse,2019,broker
Sanjay Podder,icse,2019,broker
Jianmei Guo,icse,2019,broker
Sarfraz Khurshid,icse,2019,broker
Kaiyuan Wang,icse,2019,broker
Yepang Liu 0001,icse,2019,broker
Emerson R. Murphy-Hill,icse,2019,broker
Caitlin Sadowski,icse,2019,broker
Hongyu Zhang 0002,icse,2019,broker
Sven Apel,icse,2019,broker
Naouel Moha,icse,2019,broker
Yves Le Traon,icse,2019,broker
Stephanie Forrest,icse,2019,broker
Alessandro Orso,icse,2019,broker
Danny Dig,icse,2019,broker
Jinqiu Yang 0001,icse,2019,broker
Nicole Novielli,icse,2019,broker
Luigi Quaranta,icse,2019,broker
Michael Felderer,icse,2019,broker
Chun Cao,icse,2019,broker
Xiaoxing Ma,icse,2019,broker
Chang Xu 0001,icse,2019,broker
Weiyi Shang,icse,2019,broker
Claudio Menghi,icse,2019,broker
Pinjia He,icse,2019,broker
Zhi Quan Zhou 0001,icse,2019,broker
Peter C. Rigby,icse,2019,broker
Hoa Khanh Dam,icse,2019,broker
Lin Tan 0001,icse,2019,broker
Di Cui,icse,2019,broker
Bihuan Chen 0001,icse,2019,broker
Jeff Huang 0001,icse,2019,broker
Jil Klünder,icse,2019,broker
Joyce Nakatumba-Nabende,icse,2019,broker
Paolo Tell,icse,2019,broker
Marco Kuhrmann,icse,2019,broker
Regina Hebig,icse,2019,broker
Yuanfang Cai,icse,2019,broker
Qiong Feng,icse,2019,broker
Robert Haines,icse,2019,broker
Fabio Calefato,icse,2019,broker
Antonia Bertolino,icse,2019,broker
Milos Gligoric 0001,icse,2019,broker
Xiangyu Zhang 0001,icse,2019,broker
Luiz Fernando Capretz,icse,2019,broker
Barbora Buhnova,icse,2019,broker
Romain Rouvoy,icse,2019,broker
Alessandro F. Garcia 0001,icse,2019,broker
Gordon Fraser 0001,icse,2019,broker
Satish Chandra 0001,icse,2019,broker
Robyn R. Lutz,icse,2019,broker
Shan Lu 0001,icse,2019,broker
Andreas Schreiber 0001,icse,2019,broker
Westley Weimer,icse,2019,broker
Kevin Leach,icse,2019,broker
Michele Loreti,icse,2019,broker
Carlo Ghezzi,icse,2019,broker
Schahram Dustdar,icse,2019,broker
Laura Nenzi,icse,2019,broker
Ali Mesbah 0001,icse,2019,broker
Edward Aftandilian,icse,2019,broker
Gregorio Robles,icse,2019,broker
Maleknaz Nayebi,icse,2019,broker
Guenther Ruhe,icse,2019,broker
Awais Rashid,icse,2019,broker
Mohamad Kassab,icse,2019,broker
Valdemar Vicente Graciano Neto,icse,2019,broker
Rafael Maiani de Mello,icse,2019,broker
Colin Paterson,icse,2019,broker
Xiaoyin Wang,icse,2019,broker
Rodrigo Pereira dos Santos,icse,2019,broker
Thomas Kuhn 0001,icse,2019,broker
Andrew Rice,icse,2019,broker
Aleksander Fabijan,icse,2019,broker
Gwen Salaün,icse,2019,broker
Guillermo Polito,icse,2019,broker
Qi Xin 0001,icse,2019,broker
Chanchal K. Roy,icse,2019,broker
André van der Hoek,icse,2019,broker
Bram Adams,icse,2019,broker
Denae Ford,icse,2019,broker
Eleni Stroulia,icse,2019,broker
Volker Gruhn,icse,2019,broker
Doo-Hwan Bae,icse,2019,broker
Tiago Massoni,icse,2019,broker
Roman Haas,icse,2019,broker
Rainer Niedermayr,icse,2019,broker
Michael Vierhauser,icse,2019,broker
Jane Cleland-Huang,icse,2019,broker
Qingwei Lin,icse,2019,broker
Yingnong Dang,icse,2019,broker
Romain Robbes,icse,2019,broker
Christoph Treude,icse,2019,broker
Inmaculada Medina-Bulo,icse,2019,broker
Andrea Zisman,icse,2019,broker
Gunter Mussbacher,icse,2019,broker
David C. Shepherd,icse,2019,broker
Anne Koziolek,icse,2019,broker
Sami Jantunen,icse,2019,broker
Wuxia Jin,icse,2019,broker
Anderson G. Uchôa,icse,2019,broker
Caroline Jay,icse,2019,broker
Mike Papadakis,icse,2019,broker
Toshiaki Aoki,icse,2019,broker
Takashi Tomita,icse,2019,broker
Sam Malek,icse,2019,broker
Lucas Gren,icse,2019,broker
Davide Taibi 0001,icse,2019,broker
Jörg Kienzle,icse,2019,broker
Hernán Astudillo,icse,2019,broker
Chunyin Nong,icse,2019,broker
Afonso Sales,icse,2019,broker
Rafael Chanin,icse,2019,broker
Vikrant Kaulgud,icse,2019,broker
María Cecilia Bastarrica,icse,2019,broker
Klaas-Jan Stol,icse,2019,broker
Breno Miranda,icse,2019,broker
Norm Archer,icse,2019,broker
Zahra Shakeri Hossein Abad,icse,2019,broker
Claire Le Goues,icse,2019,broker
Betty H. C. Cheng,icse,2019,broker
Baldoino Fonseca,icse,2019,broker
Tien N. Nguyen,icse,2019,broker
Hoan Anh Nguyen,icse,2019,broker
Son Nguyen,icse,2019,broker
Hieu Tran,icse,2019,broker
Lionel C. Briand,icse,2019,broker
Arda Goknil,icse,2019,broker
Vladimir Filkov,icse,2019,broker
Craig E. Kuziemsky,icse,2019,broker
Jan-Philipp Steghöfer,icse,2019,broker
Haoyu Wang 0001,icse,2019,broker
Eduardo Fernandes,icse,2019,broker
Yao Guo 0001,icse,2019,broker
Daniel Oliveira 0005,icse,2019,broker
Patricia Lago,icse,2019,broker
Didar Zowghi,icse,2019,broker
Ivano Malavolta,icse,2019,broker
Nenad Medvidovic,icse,2019,broker
Jane Huffman Hayes,icse,2019,broker
Behrouz H. Far,icse,2019,broker
Haipeng Cai,icse,2019,broker
Cleyton V. C. de Magalhães,icse,2019,broker
Fabio Q. B. da Silva,icse,2019,broker
Ronnie E. S. Santos,icse,2019,broker
Jorge S. Correia Neto,icse,2019,broker
Maria Teresa Baldassarre,icse,2019,broker
Sami Lazreg,icse,2019,broker
Philippe Collet,icse,2019,broker
Maxime Cordy,icse,2019,broker
Woo Jin Lee,icse,2019,broker
Alessio Gambi,icse,2019,broker
Ajay Kumar Jha,icse,2019,broker
Minxue Pan,icse,2019,broker
Tian Zhang 0001,icse,2019,broker
Bernd Bruegge,icse,2019,broker
Jan Ole Johanssen,icse,2019,broker
R. P. Jagadeesh Chandra Bose,icse,2019,broker
Ana Carla Bibiano,icse,2019,broker
Anurag Dwarakanath,icse,2019,core
Rob Ashmore,icse,2019,core
Yuting Chen 0001,icse,2019,core
Rabee Sohail Malik,icse,2019,core
Yann-Gaël Guéhéneuc,icse,2019,core
Aleksandr A. Lepekhin,icse,2019,core
Wolfgang Slany,icse,2019,core
Adel Nassim Henniche,icse,2019,core
Ghizlane El-Boussaidi,icse,2019,broker
Suresh C. Kothari,icse,2019,core
María José Escalona,icse,2019,core
Rahul Krishna,icse,2019,core
Donald C. Gause,icse,2019,core
Antonio Ruiz-Cortés,icse,2019,core
Simone Vuotto,icse,2019,core
Nelly Bencomo,icse,2019,core
Giuseppe Destefanis,icse,2019,core
Yilong Yang 0001,icse,2019,core
Vincenzo Gervasi,icse,2019,core
Meiyappan Nagappan,icse,2019,core
Zichang Liu,icse,2019,core
Masud Fazal-Baqaie,icse,2019,core
Hideaki Hata,icse,2019,core
Thomas Brand,icse,2019,core
Leopoldo Teixeira,icse,2019,core
Xuanyi Lin,icse,2019,core
Chaohua Wu,icse,2019,core
Milad K. Ghale,icse,2019,core
Ding Duan,icse,2019,core
Ryosuke Sato 0001,icse,2019,core
Guy Van den Broeck,icse,2019,core
James Noble 0001,icse,2019,core
Yunhui Zheng,icse,2019,core
Meng Wang 0009,icse,2019,core
Allison Sullivan,icse,2019,core
Hugo Férée,icse,2019,core
Jin Guo 0004,icse,2019,core
Isabella Ferreira,icse,2019,core
Xavier Devroey,icse,2019,core
Muneera Bano,icse,2019,core
Lara Marie Reimer,icse,2019,core
Zhaoyi Meng,icse,2019,core
Pavlina Wurzelová,icse,2019,core
Catia Trubiani,icse,2019,broker
Huibin Mary Hu,icse,2019,core
Rasool Maghareh,icse,2019,core
Xupu Wang,icse,2019,core
David A. Tomassi,icse,2019,core
Tianxiao Gu,icse,2019,core
Markus Helfert,icse,2019,core
Fitsum Meshesha Kifetew,icse,2019,core
Patrice Godefroid,icse,2019,core
Dirk Pattinson,icse,2019,core
Mohammad Amin Alipour,icse,2019,core
Chang Min Park,icse,2019,core
Suzanne M. Embury,icse,2019,core
Maíra Marques,icse,2019,core
Shiyou Huang,icse,2019,core
Ivan Postolski,icse,2019,core
Peter Oppelt,icse,2019,core
Thomas van der Klis,icse,2019,core
Viktor Csuvik,icse,2019,core
Deeksha M. Arya,icse,2019,core
Felipe Klein Ricachenevsky,icse,2019,core
Zhenhao Li 0002,icse,2019,core
Sergio García 0002,icse,2019,core
Congying Xu,icse,2019,core
Chengcheng Wan 0001,icse,2019,core
Tobias Baum,icse,2019,core
Raffi Khatchadourian,icse,2019,core
René Just,icse,2019,core
Shivani Bali,icse,2019,core
Yenifer Ramirez Gonzalez,icse,2019,core
Lakhdar Meftah,icse,2019,core
Vinod Gutta,icse,2019,core
Takuya Watanabe 0002,icse,2019,core
Paul Hübner,icse,2019,core
LiGuo Huang,icse,2019,core
Barnaby Craggs,icse,2019,broker
Hanspeter Mössenböck,icse,2019,core
Guoping Rong,icse,2019,core
Ann Barcomb,icse,2019,core
Nuthan Munaiah,icse,2019,core
Cláudio Belo Lourenço,icse,2019,core
Xuezheng Xu,icse,2019,core
Oliver Krauss,icse,2019,core
Olga Lucero Vega-Márquez,icse,2019,core
Zhenchang Xing,icse,2019,core
Ali Basiri,icse,2019,core
Javier Escobar-Avila,icse,2019,core
Fazle Rabbi 0001,icse,2019,core
Jianmeng Huang,icse,2019,core
Margrethe M. Bedregal,icse,2019,core
Sherlock A. Licorish,icse,2019,core
Darryl C. Jarman,icse,2019,core
Yiming Tang 0002,icse,2019,core
Xiaodong Yang,icse,2019,core
Nitin Sharma 0004,icse,2019,core
Alexey Zagalsky,icse,2019,core
Andrew C. Rice,icse,2019,core
Takao Okubo,icse,2019,core
Sumanth Shankar,icse,2019,core
Zhong Chen 0001,icse,2019,core
Dong Shao,icse,2019,core
Yael Dubinsky,icse,2019,broker
Alejandro Russo,icse,2019,broker
Yuan Tian 0008,icse,2019,core
Péter Hegedüs,icse,2019,core
Ye Hou,icse,2019,core
Thanh H. D. Nguyen,icse,2019,core
Andrea Janes,icse,2019,core
Ladan Tahvildari,icse,2019,core
Ziyi Zhang,icse,2019,broker
Rick Meijerink,icse,2019,core
Martin Macák,icse,2019,core
Nisha Ramachandra,icse,2019,core
Steve Gross,icse,2019,core
Alex Kirshenbaum,icse,2019,core
Mirna Atieh,icse,2019,core
Vasileios Theodorou,icse,2019,broker
Narges Khakpour,icse,2019,core
Dávid Marcell Szabó,icse,2019,broker
Haoran Wu,icse,2019,core
Aren A. Babikian,icse,2019,core
Weizhen Qi,icse,2019,core
Barbara Paech,icse,2019,core
Zhiyuan Wan,icse,2019,core
Zhushou Tang,icse,2019,core
Sami Hyrynsalmi,icse,2019,broker
Karina Kohl Silveira,icse,2019,core
Limin Jia 0001,icse,2019,core
Bonita Sharif,icse,2019,core
Terje Samuelsen,icse,2019,core
Sergei Terekhov,icse,2019,core
Jongwook Kim,icse,2019,core
Mario Rosado de Souza,icse,2019,core
Mohd Hafeez Osman,icse,2019,core
Jasmine Sekhon,icse,2019,broker
Hailong Yang 0002,icse,2019,core
Ayushi Rastogi,icse,2019,core
Miltiadis Allamanis,icse,2019,core
Paulo Gabriel Teixeira,icse,2019,core
Robert Feldt,icse,2019,core
Yves Schneider,icse,2019,core
Jan Philipps,icse,2019,core
Andrew Meneely,icse,2019,core
I Luk Kim,icse,2019,core
Ryan Krueger,icse,2019,core
Xuan Xie 0001,icse,2019,core
Yunho Kim,icse,2019,core
Marina Mongiello,icse,2019,core
Brad A. Myers,icse,2019,core
Stephan Krusche,icse,2019,core
Arijit Naskar,icse,2019,core
Deok Yeop Kim,icse,2019,core
Wei Yang 0013,icse,2019,core
Junki Baek,icse,2019,core
Adrienne Porter Felt,icse,2019,core
Munindar P. Singh,icse,2019,broker
Jingling Xue,icse,2019,core
Huzefa Rangwala,icse,2019,core
Cristina Monni,icse,2019,broker
Natthawute Sae-Lim,icse,2019,core
Reihaneh H. Hariri,icse,2019,core
Kiev Gama,icse,2019,core
Andrea Pinna 0002,icse,2019,core
Laurie A. Williams,icse,2019,core
Parminder Flora,icse,2019,core
Alex Samylkin,icse,2019,core
Victor Hugo L. Lopes,icse,2019,core
Yosef Saputra,icse,2019,core
Venkatesh Subramanian,icse,2019,core
Jonysberg Peixoto Quintino,icse,2019,core
Ben Buhse,icse,2019,core
Chantal Backman,icse,2019,core
Dong Liu 0025,icse,2019,core
Emily Johnston,icse,2019,core
Preethu Rose Anish,icse,2019,core
Divya Gopinath,icse,2019,core
Jonathan Cheruvelil,icse,2019,broker
Patrick Lam 0001,icse,2019,broker
Andreas Bäckevik,icse,2019,core
Miguel Angel Fernández,icse,2019,core
Andres-Leonardo Martínez-Ortiz,icse,2019,core
Robert Clarisó,icse,2019,core
Artur Andrzejak 0001,icse,2019,core
Xianpei Zhang,icse,2019,core
Weiming Xiang 0001,icse,2019,core
Seiya Numata,icse,2019,core
SeonKyu Kim,icse,2019,core
Xu Wang 0007,icse,2019,core
Truyen Tran 0001,icse,2019,core
Adriana Meza Soria,icse,2019,broker
Harumi Watanabe,icse,2019,core
Bin Liang 0002,icse,2019,core
Heng Li 0007,icse,2019,core
Xiao Liu 0025,icse,2019,core
Eunsuk Kang,icse,2019,core
Mark Reynolds 0001,icse,2019,broker
Chenguang Zhu 0002,icse,2019,core
Kiyoshi Honda,icse,2019,core
Ayse Basar Bener,icse,2019,core
Maria Angela Ferrario,icse,2019,core
Liang Dou,icse,2019,core
Nataraj Kuntagod,icse,2019,core
He Zhang 0001,icse,2019,core
Xuwei Liu,icse,2019,core
Vladimir Ivanov 0001,icse,2019,core
Yavuz Köroglu,icse,2019,broker
Reza Aria,icse,2019,broker
Yaqin Zhou,icse,2019,core
Zhi Jin 0001,icse,2019,core
Waqar Ahmad,icse,2019,core
Peng Liu 0005,icse,2019,core
Asadullah Hill Galib,icse,2019,core
Caleb Reinking,icse,2019,core
Alois C. Knoll,icse,2019,core
Ioannis Papadopoulos 0003,icse,2019,core
Luis Cruz 0002,icse,2019,broker
Rolf-Helge Pfeiffer,icse,2019,core
Zesong Sun,icse,2019,core
Mathieu Nassif,icse,2019,core
Xiapu Luo,icse,2019,core
Thomas S. Heinze,icse,2019,core
Carlos Bernal-Cárdenas,icse,2019,core
Cuiyun Gao 0001,icse,2019,core
Haijun Wang 0002,icse,2019,core
Neil Gilmore,icse,2019,core
Farah Naz Chowdhury,icse,2019,core
Sotirios Liaskos,icse,2019,core
Suraj Yatish,icse,2019,core
Daniel Ståhl,icse,2019,core
Wei Dong 0006,icse,2019,core
Yixue Zhao,icse,2019,broker
Peixin Zhang 0001,icse,2019,core
Julien Delplanque,icse,2019,core
Osman Hasan,icse,2019,core
Myrian Noguera Salinas,icse,2019,core
Zhijian He,icse,2019,core
Elisa Gonzalez Boix,icse,2019,core
Adriana Seixas,icse,2019,core
Daniel Ratiu,icse,2019,core
Orit Hazzan,icse,2019,broker
Joseph R. Frye,icse,2019,broker
Denise Hideko Goya,icse,2019,broker
